Tag,Timestamp,TagValue
VIBICh0FFTBand2,2024-09-18T20:34:06.0244641Z,0
VIBICh0FFTBand3,2024-09-18T20:34:06.0244641Z,0.01
VIBICh0FFTBand4,2024-09-18T20:34:06.0244641Z,0
VIBICh0FFTBand5,2024-09-18T20:34:06.0244641Z,0.01
VIBICh0Overall0,2024-09-18T20:34:06.0244641Z,0.4
VIBICh0Overall1,2024-09-18T20:34:06.0244641Z,0.04
VIBICh1FFTBand0,2024-09-18T20:34:06.0244641Z,0
VIBICh1FFTBand1,2024-09-18T20:34:06.0244641Z,0.01
VIBICh1FFTBand2,2024-09-18T20:34:06.0244641Z,0
VIBICh1FFTBand3,2024-09-18T20:34:06.0244641Z,0
VIBICh1FFTBand4,2024-09-18T20:34:06.0244641Z,0
VIBICh1FFTBand5,2024-09-18T20:34:06.0244641Z,0.01
VIBICh1Overall1,2024-09-18T20:34:06.0244641Z,0.02
VIBICh2FFTBand0,2024-09-18T20:34:06.0244641Z,0
VIBICh2FFTBand1,2024-09-18T20:34:06.0244641Z,0.01
VIBICh1Overall0,2024-09-18T20:34:06.0244641Z,0.3
VIBICh2Overall0,2024-09-18T20:34:06.0273838Z,0.16
VIBICh2Overall1,2024-09-18T20:34:06.0273838Z,0.01
Drive1_Voltage,2024-09-18T20:34:06.5186243Z,156.9
Drive2_Voltage,2024-09-18T20:34:06.5186243Z,153
Drive2_Current,2024-09-18T20:34:06.5186243Z,0.48
Drive1_Speed,2024-09-18T20:34:06.5186243Z,24.1
Drive2_Speed,2024-09-18T20:34:06.5186243Z,23.45
VIBICh0Overall0,2024-09-18T20:34:06.5339681Z,0.42
Drive1_Current,2024-09-18T20:34:07.0210467Z,0.46
Flow001,2024-09-18T20:34:07.0210467Z,15.42
Flow002,2024-09-18T20:34:07.0210467Z,13.23
FluidPMIAvgTHD_Current_IEEE,2024-09-18T20:34:07.0210467Z,31.2
FluidPMIAvgTHD_VToVN_IEEE,2024-09-18T20:34:07.0210467Z,2.68
FluidPMIAvgTHD_VToV_IEEE,2024-09-18T20:34:07.0210467Z,2.68
FluidPMIIAvgCurrent,2024-09-18T20:34:07.0210467Z,0.93
FluidPMIVoltagePercentUnbalance,2024-09-18T20:34:07.0210467Z,0.36
Drive1_Frequency,2024-09-18T20:34:07.0210467Z,24.11
Drive2_Frequency,2024-09-18T20:34:07.0210467Z,23.46
Pressure001,2024-09-18T20:34:07.0270445Z,0.98
Tank_Lvl_Raw,2024-09-18T20:34:07.0270445Z,28.81
VIBICh0FFTBand0,2024-09-18T20:34:07.0310463Z,0
VIBICh0FFTBand1,2024-09-18T20:34:07.0310463Z,0.02
VIBICh0FFTBand2,2024-09-18T20:34:07.0310463Z,0
VIBICh0FFTBand3,2024-09-18T20:34:07.0310463Z,0.01
VIBICh0FFTBand4,2024-09-18T20:34:07.0310463Z,0
VIBICh0FFTBand5,2024-09-18T20:34:07.0310463Z,0.01
VIBICh0Overall1,2024-09-18T20:34:07.0310463Z,0.03
VIBICh1FFTBand0,2024-09-18T20:34:07.0310463Z,0
VIBICh1FFTBand1,2024-09-18T20:34:07.0310463Z,0.01
VIBICh1FFTBand2,2024-09-18T20:34:07.0310463Z,0
VIBICh1FFTBand3,2024-09-18T20:34:07.0310463Z,0
VIBICh1FFTBand4,2024-09-18T20:34:07.0310463Z,0
VIBICh1FFTBand5,2024-09-18T20:34:07.0310463Z,0.01
VIBICh1Overall1,2024-09-18T20:34:07.0310463Z,0.03
VIBICh2FFTBand0,2024-09-18T20:34:07.0310463Z,0
VIBICh2FFTBand1,2024-09-18T20:34:07.0310463Z,0.01
VIBICh1Overall0,2024-09-18T20:34:07.0310463Z,0.35
VIBICh2Overall0,2024-09-18T20:34:07.0341973Z,0.23
VIBICh2Overall1,2024-09-18T20:34:07.0341973Z,0.01
Drive1_Current,2024-09-18T20:34:07.5151945Z,0.47
Drive2_Current,2024-09-18T20:34:07.5151945Z,0.48
VIBICh1Overall0,2024-09-18T20:34:07.5247812Z,0.3
VIBICh2Overall0,2024-09-18T20:34:07.5277811Z,0.14
Drive2_Voltage,2024-09-18T20:34:08.0192471Z,153.1
Flow001,2024-09-18T20:34:08.0192471Z,15.37
Flow002,2024-09-18T20:34:08.0192471Z,13.27
FluidPMIAvgTHD_Current_IEEE,2024-09-18T20:34:08.0192471Z,31.23
FluidPMIAvgTHD_VToVN_IEEE,2024-09-18T20:34:08.0192471Z,2.67
FluidPMIAvgTHD_VToV_IEEE,2024-09-18T20:34:08.0192471Z,2.67
FluidPMIIAvgCurrent,2024-09-18T20:34:08.0192471Z,0.93
FluidPMIVoltagePercentUnbalance,2024-09-18T20:34:08.0192471Z,0.36
Drive1_Frequency,2024-09-18T20:34:08.0192471Z,24.11
Drive2_Frequency,2024-09-18T20:34:08.0192471Z,23.47
Drive2_Speed,2024-09-18T20:34:08.0192471Z,23.46
Pressure001,2024-09-18T20:34:08.0248345Z,0.98
Tank_Lvl_Raw,2024-09-18T20:34:08.0248345Z,28.81
VIBICh0FFTBand0,2024-09-18T20:34:08.0294772Z,0
VIBICh0FFTBand1,2024-09-18T20:34:08.0294772Z,0.02
VIBICh0FFTBand2,2024-09-18T20:34:08.0294772Z,0
VIBICh0FFTBand3,2024-09-18T20:34:08.0294772Z,0.01
VIBICh0FFTBand4,2024-09-18T20:34:08.0294772Z,0
VIBICh0FFTBand5,2024-09-18T20:34:08.0294772Z,0.01
VIBICh0Overall0,2024-09-18T20:34:08.0294772Z,0.42
VIBICh0Overall1,2024-09-18T20:34:08.0294772Z,0.05
VIBICh1FFTBand0,2024-09-18T20:34:08.0294772Z,0
VIBICh1FFTBand1,2024-09-18T20:34:08.0294772Z,0.01
VIBICh1FFTBand2,2024-09-18T20:34:08.0294772Z,0
VIBICh1FFTBand3,2024-09-18T20:34:08.0294772Z,0
VIBICh1FFTBand4,2024-09-18T20:34:08.0294772Z,0
VIBICh1FFTBand5,2024-09-18T20:34:08.0294772Z,0.01
VIBICh1Overall1,2024-09-18T20:34:08.0294772Z,0.02
VIBICh2FFTBand0,2024-09-18T20:34:08.0294772Z,0
VIBICh2FFTBand1,2024-09-18T20:34:08.0294772Z,0.01
VIBICh2Overall1,2024-09-18T20:34:08.032574Z,0.01
Drive1_Current,2024-09-18T20:34:08.5227195Z,0.47
Drive2_Current,2024-09-18T20:34:08.5227195Z,0.48
Drive1_Voltage,2024-09-18T20:34:09.0232615Z,157.2
Drive2_Voltage,2024-09-18T20:34:09.0232615Z,152.8
Flow001,2024-09-18T20:34:09.0232615Z,14.87
Flow002,2024-09-18T20:34:09.0232615Z,14.13
FluidPMIAvgTHD_Current_IEEE,2024-09-18T20:34:09.0232615Z,31.22
FluidPMIAvgTHD_VToVN_IEEE,2024-09-18T20:34:09.0235736Z,2.66
FluidPMIAvgTHD_VToV_IEEE,2024-09-18T20:34:09.0232615Z,2.66
FluidPMIIAvgCurrent,2024-09-18T20:34:09.0235736Z,0.93
FluidPMIVoltagePercentUnbalance,2024-09-18T20:34:09.0235736Z,0.37
Drive1_Frequency,2024-09-18T20:34:09.0232615Z,24.14
Drive1_Speed,2024-09-18T20:34:09.0232615Z,24.14
Drive2_Frequency,2024-09-18T20:34:09.0232615Z,23.42
Drive2_Speed,2024-09-18T20:34:09.0232615Z,23.42
Pressure001,2024-09-18T20:34:09.0287397Z,0.99
Tank_Lvl_Raw,2024-09-18T20:34:09.0287397Z,28.81
VIBICh0FFTBand0,2024-09-18T20:34:09.0323286Z,0
VIBICh0FFTBand1,2024-09-18T20:34:09.0323286Z,0.02
VIBICh0FFTBand2,2024-09-18T20:34:09.0323286Z,0
VIBICh0FFTBand3,2024-09-18T20:34:09.0323286Z,0.01
VIBICh0FFTBand4,2024-09-18T20:34:09.0323286Z,0
VIBICh0FFTBand5,2024-09-18T20:34:09.0323286Z,0.01
VIBICh0Overall0,2024-09-18T20:34:09.0323286Z,0.37
VIBICh0Overall1,2024-09-18T20:34:09.0323286Z,0.03
VIBICh1FFTBand0,2024-09-18T20:34:09.0323286Z,0
VIBICh1FFTBand1,2024-09-18T20:34:09.0323286Z,0.01
VIBICh1FFTBand2,2024-09-18T20:34:09.0323286Z,0
VIBICh1FFTBand3,2024-09-18T20:34:09.0323286Z,0
VIBICh1FFTBand4,2024-09-18T20:34:09.0323286Z,0
VIBICh1FFTBand5,2024-09-18T20:34:09.0323286Z,0.01
VIBICh1Overall1,2024-09-18T20:34:09.033326Z,0.03
VIBICh2FFTBand0,2024-09-18T20:34:09.033326Z,0
VIBICh2FFTBand1,2024-09-18T20:34:09.033326Z,0.01
VIBICh1Overall0,2024-09-18T20:34:09.033326Z,0.28
VIBICh2Overall0,2024-09-18T20:34:09.0353286Z,0.12
VIBICh2Overall1,2024-09-18T20:34:09.0353286Z,0.01
Drive1_Voltage,2024-09-18T20:34:09.5161806Z,157.1
VIBICh0Overall0,2024-09-18T20:34:09.5266018Z,0.42
Drive1_Current,2024-09-18T20:34:10.0207143Z,0.47
Drive2_Voltage,2024-09-18T20:34:10.0207143Z,152.8
Flow001,2024-09-18T20:34:10.0207143Z,14.77
Flow002,2024-09-18T20:34:10.0207143Z,14.34
FluidPMIAvgTHD_Current_IEEE,2024-09-18T20:34:10.0207143Z,31.68
FluidPMIAvgTHD_VToVN_IEEE,2024-09-18T20:34:10.0207143Z,2.7
FluidPMIAvgTHD_VToV_IEEE,2024-09-18T20:34:10.0207143Z,2.69
FluidPMIIAvgCurrent,2024-09-18T20:34:10.0207143Z,0.93
FluidPMIVoltagePercentUnbalance,2024-09-18T20:34:10.0207143Z,0.37
Drive2_Current,2024-09-18T20:34:10.0207143Z,0.48
Drive2_Frequency,2024-09-18T20:34:10.0207143Z,23.42
Pressure001,2024-09-18T20:34:10.0257185Z,0.98
Tank_Lvl_Raw,2024-09-18T20:34:10.0257185Z,28.81
VIBICh0FFTBand0,2024-09-18T20:34:10.030572Z,0
VIBICh0FFTBand1,2024-09-18T20:34:10.030572Z,0.02
VIBICh0FFTBand2,2024-09-18T20:34:10.030572Z,0
VIBICh0FFTBand3,2024-09-18T20:34:10.030572Z,0.01
VIBICh0FFTBand4,2024-09-18T20:34:10.030572Z,0
VIBICh0FFTBand5,2024-09-18T20:34:10.030572Z,0.01
VIBICh0Overall1,2024-09-18T20:34:10.030572Z,0.04
VIBICh1FFTBand0,2024-09-18T20:34:10.030572Z,0
VIBICh1FFTBand1,2024-09-18T20:34:10.030572Z,0.01
VIBICh1FFTBand2,2024-09-18T20:34:10.030572Z,0
VIBICh1FFTBand3,2024-09-18T20:34:10.030572Z,0
VIBICh1FFTBand4,2024-09-18T20:34:10.030572Z,0
VIBICh1FFTBand5,2024-09-18T20:34:10.030572Z,0.01
VIBICh1Overall1,2024-09-18T20:34:10.030572Z,0.03
VIBICh2FFTBand0,2024-09-18T20:34:10.030572Z,0
VIBICh2FFTBand1,2024-09-18T20:34:10.030572Z,0.01
VIBICh1Overall0,2024-09-18T20:34:10.030572Z,0.35
VIBICh2Overall0,2024-09-18T20:34:10.0335998Z,0.19
VIBICh2Overall1,2024-09-18T20:34:10.0335998Z,0.02
Drive1_Current,2024-09-18T20:34:10.5199688Z,0.47
Drive2_Voltage,2024-09-18T20:34:10.5199688Z,153
Drive2_Current,2024-09-18T20:34:10.5199688Z,0.48
Drive2_Frequency,2024-09-18T20:34:10.5199688Z,23.46
Drive2_Speed,2024-09-18T20:34:10.5199688Z,23.46
Flow001,2024-09-18T20:34:11.0199956Z,15.19
Flow002,2024-09-18T20:34:11.0199956Z,14.01
FluidPMIAvgTHD_Current_IEEE,2024-09-18T20:34:11.0199956Z,31.29
FluidPMIAvgTHD_VToVN_IEEE,2024-09-18T20:34:11.0199956Z,2.67
FluidPMIAvgTHD_VToV_IEEE,2024-09-18T20:34:11.0199956Z,2.67
FluidPMIIAvgCurrent,2024-09-18T20:34:11.0199956Z,0.93
FluidPMIVoltagePercentUnbalance,2024-09-18T20:34:11.0199956Z,0.36
Tank_Lvl_Raw,2024-09-18T20:34:11.0249981Z,28.8
Heater_Outlet_Temperature,2024-09-18T20:34:11.0249981Z,89
VIBICh0FFTBand0,2024-09-18T20:34:11.0299928Z,0
VIBICh0FFTBand1,2024-09-18T20:34:11.0299928Z,0.02
VIBICh0FFTBand2,2024-09-18T20:34:11.0299928Z,0
VIBICh0FFTBand3,2024-09-18T20:34:11.0299928Z,0.01
VIBICh0FFTBand4,2024-09-18T20:34:11.0299928Z,0
VIBICh0FFTBand5,2024-09-18T20:34:11.0299928Z,0.01
VIBICh0Overall0,2024-09-18T20:34:11.0299928Z,0.42
VIBICh0Overall1,2024-09-18T20:34:11.0299928Z,0.04
VIBICh1FFTBand0,2024-09-18T20:34:11.0299928Z,0
VIBICh1FFTBand1,2024-09-18T20:34:11.0299928Z,0.01
VIBICh1FFTBand2,2024-09-18T20:34:11.0299928Z,0
VIBICh1FFTBand3,2024-09-18T20:34:11.0299928Z,0
VIBICh1FFTBand4,2024-09-18T20:34:11.0299928Z,0
VIBICh1FFTBand5,2024-09-18T20:34:11.0299928Z,0.01
VIBICh1Overall1,2024-09-18T20:34:11.0299928Z,0.02
VIBICh2FFTBand0,2024-09-18T20:34:11.0299928Z,0
VIBICh2FFTBand1,2024-09-18T20:34:11.0299928Z,0.01
VIBICh1Overall0,2024-09-18T20:34:11.0299928Z,0.3
VIBICh2Overall0,2024-09-18T20:34:11.0327414Z,0.16
VIBICh2Overall1,2024-09-18T20:34:11.0327414Z,0.01
Pressure001,2024-09-18T20:34:11.5191799Z,0.99
Drive2_Voltage,2024-09-18T20:34:12.0179376Z,152.9
Flow001,2024-09-18T20:34:12.0179376Z,14.9
Flow002,2024-09-18T20:34:12.0179376Z,14.12
FluidPMIAvgTHD_Current_IEEE,2024-09-18T20:34:12.0179376Z,30.55
FluidPMIAvgTHD_VToVN_IEEE,2024-09-18T20:34:12.0179376Z,2.66
FluidPMIAvgTHD_VToV_IEEE,2024-09-18T20:34:12.0179376Z,2.66
FluidPMIIAvgCurrent,2024-09-18T20:34:12.0179376Z,0.93
FluidPMIVoltagePercentUnbalance,2024-09-18T20:34:12.0179376Z,0.35
Drive2_Current,2024-09-18T20:34:12.0179376Z,0.48
Drive2_Frequency,2024-09-18T20:34:12.0179376Z,23.45
Drive2_Speed,2024-09-18T20:34:12.0179376Z,23.44
Tank_Lvl_Raw,2024-09-18T20:34:12.0236938Z,28.81
Heater_Outlet_Temperature,2024-09-18T20:34:12.0236938Z,89.1
VIBICh0FFTBand0,2024-09-18T20:34:12.0281206Z,0
VIBICh0FFTBand1,2024-09-18T20:34:12.0281206Z,0.02
VIBICh0FFTBand2,2024-09-18T20:34:12.0281206Z,0
VIBICh0FFTBand3,2024-09-18T20:34:12.0281206Z,0.01
VIBICh0FFTBand4,2024-09-18T20:34:12.0281206Z,0
VIBICh0FFTBand5,2024-09-18T20:34:12.0281206Z,0.01
VIBICh0Overall0,2024-09-18T20:34:12.0281206Z,0.35
VIBICh0Overall1,2024-09-18T20:34:12.0281206Z,0.04
VIBICh1FFTBand0,2024-09-18T20:34:12.0281206Z,0
VIBICh1FFTBand1,2024-09-18T20:34:12.0281206Z,0.01
VIBICh1FFTBand2,2024-09-18T20:34:12.0281206Z,0
VIBICh1FFTBand3,2024-09-18T20:34:12.0281206Z,0
VIBICh1FFTBand4,2024-09-18T20:34:12.0281206Z,0
VIBICh1FFTBand5,2024-09-18T20:34:12.0281206Z,0.01
VIBICh1Overall1,2024-09-18T20:34:12.0281206Z,0.03
VIBICh2FFTBand0,2024-09-18T20:34:12.0281206Z,0
VIBICh2FFTBand1,2024-09-18T20:34:12.0281206Z,0.01
VIBICh1Overall0,2024-09-18T20:34:12.0281206Z,0.3
VIBICh2Overall1,2024-09-18T20:34:12.0301389Z,0.01
Drive2_Current,2024-09-18T20:34:12.5220315Z,0.48
VIBICh0Overall0,2024-09-18T20:34:12.532031Z,0.42
VIBICh2Overall0,2024-09-18T20:34:12.5350325Z,0.14
Drive2_Voltage,2024-09-18T20:34:13.0192883Z,152.9
Flow001,2024-09-18T20:34:13.0192883Z,14.9
Flow002,2024-09-18T20:34:13.0192883Z,14.09
FluidPMIAvgTHD_Current_IEEE,2024-09-18T20:34:13.0192883Z,31.13
FluidPMIAvgTHD_VToVN_IEEE,2024-09-18T20:34:13.0192883Z,2.67
FluidPMIAvgTHD_VToV_IEEE,2024-09-18T20:34:13.0192883Z,2.66
FluidPMIIAvgCurrent,2024-09-18T20:34:13.0192883Z,0.93
FluidPMIVoltagePercentUnbalance,2024-09-18T20:34:13.0192883Z,0.37
Drive2_Frequency,2024-09-18T20:34:13.0192883Z,23.45
Drive2_Speed,2024-09-18T20:34:13.0192883Z,23.44
Pressure001,2024-09-18T20:34:13.02473Z,0.99
Tank_Lvl_Raw,2024-09-18T20:34:13.02473Z,28.81
VIBICh0FFTBand0,2024-09-18T20:34:13.0290688Z,0
VIBICh0FFTBand1,2024-09-18T20:34:13.0290688Z,0.02
VIBICh0FFTBand2,2024-09-18T20:34:13.0290688Z,0
VIBICh0FFTBand3,2024-09-18T20:34:13.0290688Z,0.01
VIBICh0FFTBand4,2024-09-18T20:34:13.0290688Z,0
VIBICh0FFTBand5,2024-09-18T20:34:13.0290688Z,0.01
VIBICh0Overall1,2024-09-18T20:34:13.0290688Z,0.04
VIBICh1FFTBand0,2024-09-18T20:34:13.0290688Z,0
VIBICh1FFTBand1,2024-09-18T20:34:13.0290688Z,0.01
VIBICh1FFTBand2,2024-09-18T20:34:13.0290688Z,0
VIBICh1FFTBand3,2024-09-18T20:34:13.0290688Z,0
VIBICh1FFTBand4,2024-09-18T20:34:13.0290688Z,0
VIBICh1FFTBand5,2024-09-18T20:34:13.0290688Z,0.01
VIBICh1Overall1,2024-09-18T20:34:13.0290688Z,0.03
VIBICh2FFTBand0,2024-09-18T20:34:13.0290688Z,0
VIBICh2FFTBand1,2024-09-18T20:34:13.0290688Z,0.01
VIBICh1Overall0,2024-09-18T20:34:13.0290688Z,0.35
VIBICh2Overall1,2024-09-18T20:34:13.0312665Z,0.02
Drive1_Current,2024-09-18T20:34:14.0231621Z,0.47
Flow001,2024-09-18T20:34:14.0231621Z,14.96
Flow002,2024-09-18T20:34:14.0231621Z,14.03
FluidPMIAvgTHD_Current_IEEE,2024-09-18T20:34:14.0231621Z,30.95
FluidPMIAvgTHD_VToVN_IEEE,2024-09-18T20:34:14.0231621Z,2.68
FluidPMIAvgTHD_VToV_IEEE,2024-09-18T20:34:14.0231621Z,2.67
FluidPMIIAvgCurrent,2024-09-18T20:34:14.0231621Z,0.93
FluidPMIVoltagePercentUnbalance,2024-09-18T20:34:14.0231621Z,0.37
Drive2_Current,2024-09-18T20:34:14.0231621Z,0.48
Pressure001,2024-09-18T20:34:14.028776Z,0.99
Tank_Lvl_Raw,2024-09-18T20:34:14.028776Z,28.81
VIBICh0FFTBand0,2024-09-18T20:34:14.0332446Z,0
VIBICh0FFTBand1,2024-09-18T20:34:14.0332446Z,0.02
VIBICh0FFTBand2,2024-09-18T20:34:14.0332446Z,0
VIBICh0FFTBand3,2024-09-18T20:34:14.0332446Z,0.01
VIBICh0FFTBand4,2024-09-18T20:34:14.0332446Z,0
VIBICh0FFTBand5,2024-09-18T20:34:14.0332446Z,0.01
VIBICh0Overall0,2024-09-18T20:34:14.0332446Z,0.4
VIBICh0Overall1,2024-09-18T20:34:14.0332446Z,0.04
VIBICh1FFTBand0,2024-09-18T20:34:14.0332446Z,0
VIBICh1FFTBand1,2024-09-18T20:34:14.0332446Z,0.01
VIBICh1FFTBand2,2024-09-18T20:34:14.0332446Z,0
VIBICh1FFTBand3,2024-09-18T20:34:14.0332446Z,0
VIBICh1FFTBand4,2024-09-18T20:34:14.0332446Z,0
VIBICh1FFTBand5,2024-09-18T20:34:14.0332446Z,0.01
VIBICh1Overall1,2024-09-18T20:34:14.0332446Z,0.03
VIBICh2FFTBand0,2024-09-18T20:34:14.0332446Z,0
VIBICh2FFTBand1,2024-09-18T20:34:14.0332446Z,0.01
VIBICh1Overall0,2024-09-18T20:34:14.0332446Z,0.28
VIBICh2Overall0,2024-09-18T20:34:14.0362994Z,0.12
VIBICh2Overall1,2024-09-18T20:34:14.0362994Z,0.01
Pressure001,2024-09-18T20:34:14.5221198Z,0.99
Drive1_Current,2024-09-18T20:34:15.0212416Z,0.47
Flow001,2024-09-18T20:34:15.0212416Z,14.95
Flow002,2024-09-18T20:34:15.0212416Z,14.13
FluidPMIAvgTHD_Current_IEEE,2024-09-18T20:34:15.0212416Z,30.96
FluidPMIAvgTHD_VToVN_IEEE,2024-09-18T20:34:15.0212416Z,2.66
FluidPMIAvgTHD_VToV_IEEE,2024-09-18T20:34:15.0212416Z,2.66
FluidPMIIAvgCurrent,2024-09-18T20:34:15.0212416Z,0.93
FluidPMIVoltagePercentUnbalance,2024-09-18T20:34:15.0212416Z,0.37
Drive2_Current,2024-09-18T20:34:15.0212416Z,0.47
Tank_Lvl_Raw,2024-09-18T20:34:15.0272692Z,28.81
VIBICh0FFTBand0,2024-09-18T20:34:15.0313286Z,0
VIBICh0FFTBand1,2024-09-18T20:34:15.0313286Z,0.02
VIBICh0FFTBand2,2024-09-18T20:34:15.0313286Z,0
VIBICh0FFTBand3,2024-09-18T20:34:15.0313286Z,0.01
VIBICh0FFTBand4,2024-09-18T20:34:15.0313286Z,0
VIBICh0FFTBand5,2024-09-18T20:34:15.0313286Z,0.01
VIBICh0Overall0,2024-09-18T20:34:15.0313286Z,0.37
VIBICh0Overall1,2024-09-18T20:34:15.0313286Z,0.05
VIBICh1FFTBand0,2024-09-18T20:34:15.0313286Z,0
VIBICh1FFTBand1,2024-09-18T20:34:15.0313286Z,0.01
VIBICh1FFTBand2,2024-09-18T20:34:15.0313286Z,0
VIBICh1FFTBand3,2024-09-18T20:34:15.0313286Z,0
VIBICh1FFTBand4,2024-09-18T20:34:15.0313286Z,0
VIBICh1FFTBand5,2024-09-18T20:34:15.0313286Z,0.01
VIBICh1Overall1,2024-09-18T20:34:15.0313286Z,0.03
VIBICh2FFTBand0,2024-09-18T20:34:15.0313286Z,0
VIBICh2FFTBand1,2024-09-18T20:34:15.0313286Z,0.01
VIBICh1Overall0,2024-09-18T20:34:15.0313286Z,0.33
VIBICh2Overall0,2024-09-18T20:34:15.0343421Z,0.14
VIBICh2Overall1,2024-09-18T20:34:15.0343421Z,0.02
Pressure001,2024-09-18T20:34:15.5292897Z,0.99
Drive1_Current,2024-09-18T20:34:16.0182242Z,0.47
Flow001,2024-09-18T20:34:16.0182242Z,15
Flow002,2024-09-18T20:34:16.0182242Z,14.09
FluidPMIAvgTHD_Current_IEEE,2024-09-18T20:34:16.0182242Z,30.89
FluidPMIAvgTHD_VToVN_IEEE,2024-09-18T20:34:16.0182242Z,2.7
FluidPMIAvgTHD_VToV_IEEE,2024-09-18T20:34:16.0182242Z,2.7
FluidPMIIAvgCurrent,2024-09-18T20:34:16.0182242Z,0.93
FluidPMIVoltagePercentUnbalance,2024-09-18T20:34:16.0182242Z,0.36
Drive2_Current,2024-09-18T20:34:16.0182242Z,0.48
Tank_Lvl_Raw,2024-09-18T20:34:16.0242739Z,28.81
VIBICh0FFTBand0,2024-09-18T20:34:16.0282748Z,0
VIBICh0FFTBand1,2024-09-18T20:34:16.0282748Z,0.02
VIBICh0FFTBand2,2024-09-18T20:34:16.0282748Z,0
VIBICh0FFTBand3,2024-09-18T20:34:16.0282748Z,0.01
VIBICh0FFTBand4,2024-09-18T20:34:16.0282748Z,0
VIBICh0FFTBand5,2024-09-18T20:34:16.0282748Z,0.01
VIBICh0Overall0,2024-09-18T20:34:16.0282748Z,0.44
VIBICh0Overall1,2024-09-18T20:34:16.0282748Z,0.05
VIBICh1FFTBand0,2024-09-18T20:34:16.0282748Z,0
VIBICh1FFTBand1,2024-09-18T20:34:16.0282748Z,0.01
VIBICh1FFTBand2,2024-09-18T20:34:16.0282748Z,0
VIBICh1FFTBand3,2024-09-18T20:34:16.0282748Z,0
VIBICh1FFTBand4,2024-09-18T20:34:16.0282748Z,0
VIBICh1FFTBand5,2024-09-18T20:34:16.0282748Z,0.01
VIBICh1Overall1,2024-09-18T20:34:16.0282748Z,0.03
VIBICh2FFTBand0,2024-09-18T20:34:16.0282748Z,0
VIBICh2FFTBand1,2024-09-18T20:34:16.0282748Z,0.01
VIBICh1Overall0,2024-09-18T20:34:16.0282748Z,0.33
VIBICh2Overall1,2024-09-18T20:34:16.0312729Z,0.01
Drive2_Current,2024-09-18T20:34:16.5221819Z,0.48
Pressure001,2024-09-18T20:34:16.5271852Z,0.99
VIBICh0Overall0,2024-09-18T20:34:16.5311836Z,0.37
Drive2_Voltage,2024-09-18T20:34:17.0199518Z,152.9
Flow001,2024-09-18T20:34:17.0199518Z,14.91
Flow002,2024-09-18T20:34:17.0199518Z,14.06
FluidPMIAvgTHD_Current_IEEE,2024-09-18T20:34:17.0199518Z,31.01
FluidPMIAvgTHD_VToVN_IEEE,2024-09-18T20:34:17.0199518Z,2.65
FluidPMIAvgTHD_VToV_IEEE,2024-09-18T20:34:17.0199518Z,2.65
FluidPMIIAvgCurrent,2024-09-18T20:34:17.0199518Z,0.93
FluidPMIVoltagePercentUnbalance,2024-09-18T20:34:17.0199518Z,0.37
Drive2_Frequency,2024-09-18T20:34:17.0199518Z,23.43
Drive2_Speed,2024-09-18T20:34:17.0199518Z,23.43
Tank_Lvl_Raw,2024-09-18T20:34:17.0249475Z,28.81
VIBICh0FFTBand0,2024-09-18T20:34:17.0299475Z,0
VIBICh0FFTBand1,2024-09-18T20:34:17.0299475Z,0.02
VIBICh0FFTBand2,2024-09-18T20:34:17.0299475Z,0
VIBICh0FFTBand3,2024-09-18T20:34:17.0299475Z,0.01
VIBICh0FFTBand4,2024-09-18T20:34:17.0299475Z,0
VIBICh0FFTBand5,2024-09-18T20:34:17.0299475Z,0.01
VIBICh0Overall1,2024-09-18T20:34:17.0299475Z,0.05
VIBICh1FFTBand0,2024-09-18T20:34:17.0299475Z,0
VIBICh1FFTBand1,2024-09-18T20:34:17.0299475Z,0.01
VIBICh1FFTBand2,2024-09-18T20:34:17.0299475Z,0
VIBICh1FFTBand3,2024-09-18T20:34:17.0299475Z,0
VIBICh1FFTBand4,2024-09-18T20:34:17.0299475Z,0
VIBICh1FFTBand5,2024-09-18T20:34:17.0299475Z,0.01
VIBICh1Overall1,2024-09-18T20:34:17.0299475Z,0.03
VIBICh2FFTBand0,2024-09-18T20:34:17.0299475Z,0
VIBICh2FFTBand1,2024-09-18T20:34:17.0299475Z,0.01
VIBICh1Overall0,2024-09-18T20:34:17.0299475Z,0.3
VIBICh2Overall0,2024-09-18T20:34:17.0330989Z,0.12
VIBICh2Overall1,2024-09-18T20:34:17.0330989Z,0.02
Drive2_Voltage,2024-09-18T20:34:17.5138691Z,152.7
Drive2_Speed,2024-09-18T20:34:17.5138691Z,23.42
Pressure001,2024-09-18T20:34:17.5189242Z,1
VIBICh2Overall0,2024-09-18T20:34:17.5269217Z,0.19
Drive1_Current,2024-09-18T20:34:18.0192181Z,0.47
Drive1_Voltage,2024-09-18T20:34:18.0192181Z,157.2
Flow001,2024-09-18T20:34:18.0192181Z,15.06
Flow002,2024-09-18T20:34:18.0192181Z,14.1
FluidPMIAvgTHD_Current_IEEE,2024-09-18T20:34:18.0192181Z,30.96
FluidPMIAvgTHD_VToVN_IEEE,2024-09-18T20:34:18.0192181Z,2.69
FluidPMIAvgTHD_VToV_IEEE,2024-09-18T20:34:18.0192181Z,2.68
FluidPMIIAvgCurrent,2024-09-18T20:34:18.0192181Z,0.93
FluidPMIVoltagePercentUnbalance,2024-09-18T20:34:18.0192181Z,0.37
Drive2_Current,2024-09-18T20:34:18.0192181Z,0.48
